"","X1","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.GoodForMeal","attributes.BusinessParking","attributes.Caters","attributes.NoiseLevel","attributes.RestaurantsTableService","attributes.RestaurantsTakeOut","attributes.RestaurantsPriceRange2","attributes.OutdoorSeating","attributes.BikeParking","attributes.Ambience","attributes.HasTV","attributes.WiFi","attributes.Alcohol","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsDelivery","attributes.BusinessAcceptsCreditCards","attributes.BusinessAcceptsBitcoin","attributes.ByAppointmentOnly","attributes.AcceptsInsurance","attributes.Music","attributes.GoodForDancing","attributes.CoatCheck","attributes.HappyHour","attributes.BestNights","attributes.WheelchairAccessible","attributes.DogsAllowed","attributes.BYOBCorkage","attributes.DriveThru","attributes.Smoking","attributes.AgesAllowed","attributes.HairSpecializesIn","attributes.Corkage","attributes.BYOB","attributes.DietaryRestrictions","attributes.Open24Hours","attributes.RestaurantsCounterService","categories","hours.Monday","hours.Tuesday","hours.Wednesday","hours.Thursday","hours.Friday","hours.Saturday","hours.Sunday"
"729",74261.1,"Ie00N1yErrmaOa44x5K8kA","Itzza Pizza","2825 University Ave","Madison","WI","53705",43.07414,-89.43739,3.5,47,0,"True",FALSE,"{'dessert': False","'latenight': True","'lunch': False","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'quiet'","False","True","2","False","True","{'touristy': False","'hipster': False","'romantic': False","'divey': True","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': True}","False","u'no'","u'none'","u'casual'","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",142152,"1TGti2jN5PstqlHelBBfNw","Five Guys","3845 Northern Pike","Monroeville","PA","15146",40.43859,-79.77762,4.5,26,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'average'",NA,"True","1","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","False","'no'","'none'","u'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",155192,"99i_1G3APKgIEh1VTK0CpA","La Folie du Koshary","1444 Rue Saint Mathieu","Montréal","QC","H3H 2H9",45.49429,-73.58031,4.5,77,0,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","True","u'average'","True","True","1","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","u'free'","u'none'","u'casual'","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False",NA
"732",147886,"U21YaTK4PVlfNHQSyBkJUg","El Bravo Mexican Food","8338 N 7th St","Phoenix","AZ","85020",33.55998,-112.06573,4,160,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","u'average'",NA,"True","1","False","True","{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': True}","False","u'no'","'beer_and_wine'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",131410.1,"zLC9OtK3SKAW_g6SXijr4w","Chang's Chinese Buffet","9140 N 43rd Ave","Glendale","AZ","85302",33.56888,-112.15201,4,96,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","'average'",NA,"True","1","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","'no'","u'none'","u'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",145078.1,"ReyjVKUEVKZHmlrBxu_h2A","Full House BBQ","9890 S Maryland Pkwy, Ste 19","Las Vegas","NV","89183",36.01015,-115.13589,4,360,1,"True",TRUE,"{'dessert': True","'latenight': False","'lunch': True","'dinner': True","'brunch': True","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","True","u'average'","True","True","1","False","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","'no'","u'none'","u'casual'","True","False","True","False",NA,NA,NA,NA,NA,NA,NA,"True",NA,NA
"735",148585,"8e8LV0UPMkGnPaGueJ19fg","Red's Steakhouse","The Wigwam Resort and Spa, 300 Wigwam Blvd","Litchfield Park","AZ","85340",33.49381,-112.3551,2.5,13,0,"False",TRUE,NA,"{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}",NA,"u'quiet'",NA,NA,"3","True",NA,"{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': False}","True","u'free'","u'full_bar'","u'dressy'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",135710.1,"3S8nDh3gK2BmG-_HjDjh6w","Kothur Indian Cuisine","2403 LakeShore Blvd West","Toronto","ON","M8V 1P7",43.61455,-79.4889,3.5,37,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","True","'average'","True","True","2","False","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","'no'","u'full_bar'","u'casual'","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",683.1,"q5HePwBjh9xSV9-mYvC5Mg","Pita Paradise","1027 Finch Avenue W","North York","ON","M3J 2C7",43.76783,-79.46988,3.5,14,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","False","u'quiet'","True","True","1","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","True","u'no'",NA,"'casual'","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",163788.1,"KYv5Rtc-ymw3TOp4_RA_mQ","Urban Cookhouse","1601 E Woodlawn Rd, Ste B","Charlotte","NC","28209",35.17276,-80.84924,4,102,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","True","u'average'","True","True","2","True","True","{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': True}","True","'free'","'beer_and_wine'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",189656.1,"4Fylkp8eS2FD9-53eycqLw","Kona Grill","7014 E Camelback Rd, Fashion Square Mall","Scottsdale","AZ","85251",33.50353,-111.92899,3.5,422,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': True","'street': False","'validated': False","'lot': False","'valet': True}","True","u'average'","True","True","2","True","True","{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': True}","True","'free'","u'full_bar'","'casual'","True","False","True","False",NA,NA,NA,NA,NA,NA,NA,"True","False","'no'"
"740",120583.1,"nkTKlVAdh7DhFJMFvQiAXQ","Paninis Bar & Grill","840 Huron Rd E","Cleveland","OH","44115",41.49861,-81.68564,3.5,49,1,"False",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","False","'average'",NA,"True","1","True","True","{'touristy': False","'hipster': False","'romantic': False","'divey': True","'intimate': False","'trendy': True","'upscale': False","'classy': False","'casual': True}","True","'free'","u'full_bar'","u'casual'","True","False","True",NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA
"741",25325.1,"lop2cMZ8mml0PqY1epavbA","Danny Boy's- Broadview Heights","8158 Broadview Rd","Broadview Heights","OH","44147",41.34386,-81.68512,3,62,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","u'average'",NA,"True","2","False","True","{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': True}","True","u'free'","u'full_bar'","u'casual'","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",149932,"cilz3zHyydAG2kYjbNdrFg","Moo Beef Noodle House","633 Silver Star Boulevard","Toronto","ON","M1V 5N1",43.82455,-79.29985,3,9,0,"True",NA,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'average'",NA,"True","1","False",NA,"{'romantic': False","'intimate': False","'classy': False","'upscale': False","'touristy': False","'trendy': False","'casual': False}",NA,NA,"u'none'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",83867,"w6zW6gIyg1sI5V6Wag_SYg","Teppan Bento","467 E Silverado Ranch, Unit 125","Las Vegas","NV","89183",36.01183,-115.15306,4.5,326,0,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","'quiet'","True","True","2","False","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","u'free'","u'none'","u'casual'","True","True","True","False",NA,NA,NA,NA,NA,NA,NA,"True","False",NA
"744",30489,"MS7RuztL8TzWL2KuvTXZ7w","Al Quds","10380 Rue Gouin Ouest","Montréal","QC","H8Y 1S3",45.50957,-73.80276,3.5,4,1,"True",FALSE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,NA,NA,"True","1",NA,NA,"{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}",NA,NA,NA,"u'casual'",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",36864,"tsDdetbc4qtzgAPtcLH87A","Rockhound Brewing Company","444 S Park St","Madison","WI","53715",43.0622,-89.40105,3.5,137,1,"True",TRUE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","False","u'average'","True","True","2","False","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","True","'free'","'full_bar'","'casual'","True","False","True",NA,NA,NA,"{'dj': False}","False","False","True","{'monday': False","'tuesday': False","'friday': False","'wednesday': False"
"746",104171.1,"oiRVfmNnIxfD5fij6_LSwA","Fromagerie Marché Maisonneuve","4445 Rue Ontario E","Montréal","QC","H1V 3V3",45.55416,-73.5391,2,4,1,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Specialty Food, Food, Cheese Shops, Delis, Restaurants, Delicatessen, Sandwiches","8:0-18:0","8:0-18:0","8:0-18:0","8:0-20:0","8:0-20:0","8:0-18:0","8:0-17:0"
"747",183419,"GcE5rKLnhmdqCPIAuEK0kg","Lou Smoked Meat","17 Avenue de l'Église","Saint-Sauveur","QC","J0R 1R0",45.89615,-74.15694,2.5,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Delis","11:0-15:0","11:0-15:0","11:0-20:30","11:0-20:30","11:0-20:30","11:0-20:30","11:0-20:30"
"748",180744,"wsH4Ww12Y2EpF45Oe9wTaA","Jake's On The Lake","32485 Lake Rd","Avon Lake","OH","44012",41.51347,-82.00586,3.5,81,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","u'average'",NA,"True","2","True","True","{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': True}","True","'free'","u'full_bar'","u'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",40046.1,"osJfovV0FGBDo4n7eD4-AQ","Sammiches Bistro","15414 N 19th Ave, Ste C","Phoenix","AZ","85023",33.62638,-112.10022,4.5,207,0,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': False","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","'quiet'","True","True","1","False","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","False","'free'","'none'","'casual'","True","True","True","False",NA,NA,NA,NA,NA,NA,NA,"True",NA,NA
"750",128596,"sGNNo-V_NL5YjCHMsJqpcg","Chez Raoul","1980 Rue Wellington","Montréal","QC","H3K 1W6",45.47942,-73.55844,4.5,3,1,"True",NA,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}",NA,NA,"u'quiet'",NA,NA,"2",NA,NA,"{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}",NA,"'free'","u'none'","u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",107846.1,"w-pKIEn2Zz9rDN0e_2599w","Aida's Mediterranean Bistro","2208 4 Street SW","Calgary","AB","T2S 1W9",51.03312,-114.07137,4,65,1,"True",TRUE,NA,"{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","True","u'average'",NA,"True","2","False","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","False","'no'","u'full_bar'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",92779.1,"DG-DnjesTf2luKttJV9CLA","Rubicon Deli","14601 N Scottsdale Rd, Ste 110","Scottsdale","AZ","85254",33.61854,-111.92509,4.5,84,0,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","'loud'","False","True","2","True",NA,"{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': True}","False","'free'","u'beer_and_wine'","'casual'","False","False","True",NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA
"753",153253,"G0uG2Z2w22iZStsqbBPb9w","Pic-Bois bistro taverne","30 Emile-Despins","Charlemagne","QC","J5Z 3L6",45.72044,-73.49347,3.5,6,1,NA,TRUE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,NA,NA,NA,"2","True",NA,"{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","True",NA,"u'full_bar'",NA,"True",NA,NA,NA,NA,NA,"{'dj': False","'background_music': False","'no_music': False","'jukebox': False","'live': False","'video': False","'karaoke': False}","False",NA,"True",NA,NA,NA,NA
"754",144659.1,"5XZgjdttahrvS5JoXVZ4Kg","Barbounya","234 Avenue Laurier O","Montréal","QC","H2T 2N8",45.52047,-73.59486,4,51,0,"False",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': True","'brunch': True","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'average'",NA,"False","2","True","True","{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': True","'upscale': False","'classy': False","'casual': True}","False","u'free'","'full_bar'","'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",154728.1,"5xCeuEI7Einoi5xYsNuDCQ","Applebee's Grill + Bar","2 E Camelback","Phoenix","AZ","85012",33.50965,-112.07335,2.5,150,1,"True",FALSE,"{'dessert': False","'latenight': True","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'average'","True","True","2","False","True","{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': True}","True","'free'","'full_bar'","'casual'","True","False","True",NA,NA,NA,"{'dj': False","'background_music': False","'no_music': False","'jukebox': False","'live': False","'video': False","'karaoke': False}","False"
"756",87037.1,"423AAbu0yBoDMOeVwnLzkQ","Camino","1300 W 9th St, Ste 400","Cleveland","OH","44113",41.49882,-81.70082,4,103,1,"False",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': True","'validated': False","'lot': False","'valet': False}","False","u'average'","True","True","2","True","True","{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': True","'upscale': False","'classy': False","'casual': True}","True","u'free'","u'full_bar'","'casual'","True","False","True","False",NA,NA,"{'jukebox': True}","False","False","True","{'monday': True","'tuesday': False","'friday': True","'wednesday': True"
"757",121884,"6oLnLmdo9FhuAeR-vLQ4tg","Xtreme Sushi","10670 S Southern Highlands Pkwy, Ste 104","Las Vegas","NV","89141",35.99534,-115.20698,3.5,109,0,"True",FALSE,NA,"{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'average'",NA,"True","2","False",NA,"{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': True}","True","u'free'","u'beer_and_wine'","u'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",75484.1,"4cTawmoz0rrw3cl1fJd6eQ","Mocha Bianca","4001 E Bell Rd, Ste 112","Phoenix","AZ","85032",33.64041,-111.99517,3,8,0,NA,FALSE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","True","u'quiet'",NA,"True","1","True",NA,"{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': False}","False","u'free'","u'none'","u'casual'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",15101,"o9thrb4UrI4NJ6CGOAXb5g","Arby's","2590 E Tropicana Ave","Las Vegas","NV","89121",36.10037,-115.11485,3,16,0,"True",FALSE,NA,NA,NA,"u'quiet'",NA,"True","1",NA,"True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","False",NA,NA,"'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",17417,"y-pLFFVwqYgbQN2XhyPK0g","South St Burger","1105 Kingston Road","Pickering","ON","L1V 1B5",43.82966,-79.09482,3.5,11,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'quiet'","False","True","2","False","False","{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': True}","True","'no'","'none'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False"
"761",29942.1,"V-GKJwamXPIxSwecZdcPYw","The Carolina Bistro","9789 Charlotte Hwy","Fort Mill","SC","29707",35.00176,-80.85586,3,11,0,"True",TRUE,NA,"{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","True","u'average'",NA,"True","2","True",NA,"{'romantic': False","'intimate': False","'touristy': False","'hipster': False","'divey': False","'classy': False","'trendy': False","'upscale': False","'casual': True}","True","u'free'","u'full_bar'","u'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",36245.1,"45asFhMTFuAUtG_rjPhkkQ","The Bowl Korean Food","12 Saint Clair Avenue E","Toronto","ON","M4T 2R1",43.68856,-79.39398,3,6,0,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}",NA,NA,"u'average'",NA,"True","2","False","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}",NA,NA,"u'none'","'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",86719.1,"M9FwJOGNL3UDo_TQHsBVSQ","Cece Sushi","3307 Sheppard Avenue E","Toronto","ON","M1T 3K2",43.77848,-79.30893,3.5,8,0,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': True","'dinner': True","'brunch': False","'breakfast': False}",NA,NA,"u'quiet'","False","True","1","False","False",NA,"False","u'no'","u'none'","u'casual'","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sushi Bars, Japanese, Restaurants","11:0-20:0","11:0-20:0"
"764",175660,"ms7cmWkPiSBDTnz-1sv2kQ","Ticoz Latin Kitchen","5114 N 7th St","Phoenix","AZ","85014",33.51168,-112.06534,4,455,0,"False",TRUE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': True","'brunch': False","'breakfast': False}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': True}","True","u'average'",NA,"True","2","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': True","'upscale': False","'casual': False}","True","'free'","'full_bar'","'casual'","True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'no'"
"765",168726,"NHHDDrnQXabrbmrQuahbeg","Wendy's","6530 Pearl Rd","Cleveland","OH","44130",41.38498,-81.77343,2.5,3,1,"True",FALSE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"u'none'","'casual'","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burgers, Fast Food, Restaurants","10:0-23:0","10:0-23:0","10:0-23:0"
"766",135301,"MtpE9O8kjIOtibr6lVPRwA","Tim Horton's","2380 Hymus","Dorval","QC","H9P 1J8",45.47669,-73.78911,3,3,1,"True",FALSE,NA,NA,NA,NA,NA,"True","1",NA,NA,NA,NA,NA,NA,"'casual'","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Cafes",NA,NA,NA,NA,NA,NA,NA
"767",18213,"zoGfGoGiw0plUKeD4I2-oA","Salem's Cafe and Event Center","2911 Penn Ave","Pittsburgh","PA","15201",40.45827,-79.97401,4,3,1,NA,NA,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}","True",NA,NA,NA,"2","False","True","{'touristy': False","'hipster': False","'romantic': False","'divey': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}","True",NA,NA,NA,"True","False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",35622,"zo7qCbP8fw1F5zVUdy4Okw","Dunkin' Donuts","9725 Lincoln Hwy","Irwin","PA","15642",40.32502,-79.70352,3.5,9,1,NA,NA,NA,"{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}",NA,NA,NA,"True","1","False","False",NA,NA,"u'no'",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bagels, Restaurants, Ice Cream & Frozen Yogurt, Food, Coffee & Tea, Donuts","4:0-23:0","4:0-23:0","4:0-23:0"
"769",26535,"hYUR8pzbBd61T99VuyJzNQ","Bread and Circus","616 17 Avenue SW","Calgary","AB","T2S 0B4",51.03807,-114.07545,4,12,1,NA,NA,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,NA,NA,NA,NA,NA,NA,"{'touristy': False","'hipster': False","'romantic': False","'intimate': False","'trendy': False","'upscale': False","'classy': False","'casual': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",140381,"4IaSz1bu3V1yWqJmS1MTzg","Ritz Caribbean Foods","4351 Kingston Road","Toronto","ON","M1E 2M9",43.76385,-79.19248,2,5,1,NA,NA,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,NA,NA,NA,"2",NA,NA,"{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",74753,"-QjnuSMIAJhcwOc-8BqalA","Melt University","10900 Euclid Ave, Tinkham Veale University Center","Cleveland","OH","44106",41.5083,-81.6087,3,5,1,"False",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': False}",NA,NA,"u'loud'","False","True","2","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': False}","False","u'free'","u'none'","u'casual'","True","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",23698,"m9ZzN90XEU36YnoPIFzkmA","Cafe Maya","5501 Odana Rd","Madison","WI","53719",43.04947,-89.47417,4,54,1,"True",FALSE,"{'dessert': False","'latenight': False","'lunch': False","'dinner': False","'brunch': False","'breakfast': True}","{'garage': False","'street': False","'validated': False","'lot': True","'valet': False}","False","u'quiet'","False","True","1","True","True","{'romantic': False","'intimate': False","'classy': False","'hipster': False","'divey': False","'touristy': False","'trendy': False","'upscale': False","'casual': True}","False","u'free'","u'none'","'casual'","True","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",6096.1,"j5csuLCDZOVoWhhjT9Yo8w","Harvey's Restaurant","5284 Highway 7 E","Markham","ON","L3P",43.86843,-79.28315,1.5,3,0,"True",FALSE,NA,"{'garage': False","'street': False","'validated': False","'lot': False","'valet': False}",NA,"u'quiet'",NA,"True","1","False",NA,NA,"False",NA,"u'none'","u'casual'","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burgers, Fast Food, Restaurants",NA,NA,NA
